City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
2070998.0,chokurdakh,0.0,AU,1596082769.0,52.0,-28.77,114.6,21.0,3.6
6355222.0,isangel,0.0,AU,1596082771.0,21.0,-25.24,130.99,21.0,7.2
1510377.0,kruisfontein,100.0,RU,1596082771.0,69.0,53.6,91.39,23.0,1.0
3868626.0,ngama,75.0,CL,1596082684.0,93.0,-33.04,-71.63,10.56,3.1
5655240.0,chagda,1.0,US,1596082774.0,37.0,47.5,-111.3,26.0,4.6
1645528.0,meyungs,75.0,ID,1596082476.0,78.0,-8.65,115.22,27.0,6.2
2961459.0,asfi,75.0,IE,1596082775.0,100.0,51.55,-9.27,15.0,5.7
3414079.0,cherskiy,100.0,IS,1596082778.0,87.0,64.89,-23.71,10.38,3.6
3388456.0,mweka,3.0,BR,1596082778.0,75.0,-8.9,-35.15,23.17,4.87
3357114.0,bathsheba,0.0,NA,1596082781.0,68.0,-19.57,18.12,4.4,1.78
3354178.0,kaitangata,0.0,NA,1596082782.0,40.0,-17.88,15.07,12.17,3.13
2177069.0,baker city,75.0,AU,1596082783.0,63.0,-28.87,153.57,21.0,7.2
3628473.0,tarko-sale,100.0,VE,1596082785.0,92.0,7.77,-72.22,19.45,1.09
5975004.0,maceio,20.0,CA,1596082785.0,68.0,58.52,-117.14,18.0,1.5
2021017.0,egvekinot,33.0,RU,1596082786.0,41.0,63.9,122.76,21.23,1.93
3392126.0,guatire,75.0,BR,1596082787.0,100.0,-9.6,-35.96,21.0,1.5
3441890.0,saint-louis,0.0,UY,1596082783.0,93.0,-34.67,-54.92,5.0,2.01
2122104.0,bargal,79.0,RU,1596082790.0,49.0,53.05,158.65,23.0,5.0
1512101.0,bembereke,100.0,RU,1596082791.0,88.0,61.92,63.02,11.21,1.99
3387115.0,acari,14.0,BR,1596082793.0,94.0,-7.83,-35.75,17.94,3.71
4021858.0,dezhou,0.0,MX,1596082794.0,84.0,27.98,-114.06,20.28,5.75
5847411.0,zonguldak,1.0,US,1596082709.0,58.0,20.89,-156.47,28.0,8.2
1023309.0,geraldton,0.0,ZA,1596082795.0,76.0,-30.69,26.71,3.01,1.03
3421193.0,yulara,100.0,GL,1596082796.0,95.0,61.99,-49.67,7.76,1.03
757026.0,belyy yar,3.0,PL,1596082533.0,91.0,50.01,20.99,16.67,1.31
1863495.0,valparaiso,40.0,JP,1596082797.0,63.0,26.35,127.87,33.0,6.7
2322495.0,great falls,0.0,NG,1596082798.0,78.0,12.41,4.49,25.6,4.73
2381972.0,denpasar,43.0,MR,1596082799.0,42.0,20.5,-10.07,31.26,5.33
2112444.0,skibbereen,75.0,JP,1596082799.0,83.0,39.27,141.88,22.0,3.1
3463920.0,olafsvik,1.0,BR,1596082800.0,95.0,-11.8,-37.95,18.0,1.52
3347353.0,sao jose da coroa grande,40.0,AO,1596082800.0,56.0,-14.66,17.69,7.72,1.89
2152659.0,grootfontein,31.0,AU,1596082801.0,66.0,-31.43,152.92,18.89,7.37
1801850.0,ongandjera,100.0,CN,1596082802.0,67.0,24.41,109.61,31.81,2.73
5882953.0,ballina,75.0,CA,1596082802.0,63.0,68.22,-135.01,16.0,2.6
1529484.0,san cristobal,99.0,CN,1596082805.0,13.0,42.8,93.45,32.72,4.1
2112309.0,high level,75.0,JP,1596082806.0,88.0,35.13,140.3,23.89,1.5
1260880.0,kysyl-syr,19.0,IN,1596082806.0,57.0,34.03,75.33,20.56,2.6
